position,company,description,numreview,location
Experience working with large data sets and tools like MapReduce, Hadoop, Hive, etc.</li><li>
Experience working with large data streaming technologies like Spark, Flink, etc.</li><li>
Familiarity with relational databases and intermediate level knowledge of SQL</li><li>
Ability to think creatively to solve real world business problems</li><li>
Ability to work in a global collaborative team environment</li><li>
Proficient verbal and written communication skills in English</li></ul>
<br>
<br>
<div>Applicants for employment in the US must have work authorization that does not now or in the future require sponsorship of a visa for employment authorization in the United States and with Accenture (i.e., H1-B visa, F-1 visa (OPT), TN visa or any other non-immigrant status).<br>
<br>
Candidates who are currently employed by a client of Accenture or an affiliated Accenture business may not be eligible for consideration.<br>
<br>
Accenture is a Federal Contractor and an EEO and Affirmative Action Employer of Females/Minorities/Veterans/Individuals with Disabilities.<br>
<br>
Equal Employment Opportunity<br>
All employment decisions shall be made without regard to age, race, creed, color, religion, sex, national origin, ancestry, disability status, veteran status, sexual orientation, gender identity or expression, genetic information, marital status, citizenship status or any other basis as protected by federal, state, or local law.<br>
<br>
Job candidates will not be obligated to disclose sealed or expunged records of conviction or arrest as part of the hiring process.<br>
<br>
Accenture is committed to providing veteran employment opportunities to our service men and women.</div></div></span>","14,200 reviews","San Diego, CA"
Research Assistant,Leidos,"<span id=""job_summary"" class=""summary""><div><b>Description:</b><br>
<div>Leidos' Military &amp; Veterans Health Solutions Group is seeking a full time Research Assistant Epidemiologist to work with the Department of Defense (DoD) HIV/AIDS Prevention Program (DHAPP) in San Diego, CA.
</div><br>
<div>This individual will work with experienced epidemiologists to perform research in the area of HIV risk behaviors and prevention. The candidate will perform literature searches, assist with research study logistics (create, submit, and maintain ethics approval documentation, coordinate and participate in planning meetings, critically review study procedure documentation), design questionnaires, assist with training of data collection staff, assist with collecting data, create databases, analyze data, create data tables and charts, and assist with producing reporting documents and presentation materials.</div><br>
<b>
Qualifications:</b><br>
<div>Qualifications:
</div><div>1. Education: Master of Public Health in epidemiology is preferred.</div>
<div>2. Prior Work Experience: Minimum of one year of experience in international health, health science, or in HIV/AIDS programs. Epidemiology experience is preferred. Prior work with a USG Agency, military, or other international organization is advantageous.</div>
<div>3. Language Proficiency: Written and oral proficiency in English required. Most any foreign language proficiency is advantageous. The incumbent must be able to communicate effectively and accurately with all categories of project employees, USG, NGO, and government officials. The incumbent is required to be capable of preparing documents such as background reports, ethics submissions, data tables, and progress reports. Correspondences and documents are to be prepared in a professional and competent manner requiring little or no editorial changes.</div>
<div>4. Knowledge: Knowledge of public health principles, epidemiology concepts, and HIV is preferred. The incumbent should have an interest in working with and on behalf of militaries. Be able to interact positively and professionally within an academic/evidence based environment. And have excellent critical thinking and problem-solving skills.</div>
<div>5. Travel: This position involves occasional travel. The incumbent may be requested to travel domestically, internationally, and regionally.</div>
<div>6. Citizenship: Due to Federal contract regulations, US citizenship (no dual US citizenship) and the ability to obtain a Secret Clearance is required.</div>
<br>
<div>Supervision Received:<br>
The scientist will work under the direction of the Epidemiology Branch management, and Leidos management team. In addition to the arranged work schedule, occasional early morning or late evening phone calls may also be necessary.</div>
<br>
<div>NHW</div><br>
<b>
Leidos Overview:</b><br>
Leidos is a global science and technology solutions leader working to solve the world’s toughest challenges in the defense, intelligence, homeland security, civil, and health markets. The company’s 33,000 employees support vital missions for government and commercial customers. Headquartered in Reston, Virginia, Leidos reported pro forma annual revenues of approximately $10 billion for the fiscal year ended January 1, 2016 after giving effect to the recently completed combination of Leidos with Lockheed Martin's Information Systems &amp; Global Solutions business (IS&amp;GS). For more information, visit www.Leidos.com. The company’s diverse employees support vital missions for government and commercial customers. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or veteran status. Leidos will consider qualified applicants with criminal histories for employment in accordance with relevant Laws. Leidos is an equal opportunity employer/disability/vet.</div></span>",525 reviews,"San Diego, CA 92102"
"Senior Scientist, Technical Lead","Biomatrica, Inc.","<span id=""job_summary"" class=""summary""><p><b>Job Title: </b>Senior Scientist, Technical Lead</p><p><b>Description: </b>Full/Part Time, Exempt/Non-Exempt</p><p><b>Department: </b>Development</p><p><b>Reports To: </b>Senior Manager, Sample Collection Product Development</p><p><b>Location: </b>San Diego, CA</p><p>Biomatrica’s mission is to contribute to the development of better diagnostics, with improved access for patients globally. Based in San Diego, Biomatrica is privately held. The company is founded on a compound library and intellectual property which it deploys to collect, protect and store biomaterials subject to degradation, including nucleic acids, proteins, and cells. The applications are broad and include diagnostics, biobanking, research, and industrial. The company recently introduced an innovative line of CE-IVD marked sample collection products for: (1) cell-free DNA and tumor cells in blood for pre-natal testing and liquid biopsy, (2) DNA in saliva for medical and personal genomics, (3) RNA and DNA for gene expression testing.</p><p><b>Job Summary: </b></p><p>The Senior Scientist in the Sample Collection Product Development group is responsible for independently driving research, assay/platform development, product development, verification, and validation activities. This individual creates and executes focused, goal-oriented study designs, analyzes data, interprets results, and communicates in the form of internal presentations to cross-functional teams, externally-facing slides/posters, and design control documentation. He or she works cross-functionally with members of R&amp;D, Operations, and Quality departments to achieve project goals. The Senior Scientist provides technical leadership for a variety of projects, helps manage the activities of more junior members of the team, and stays up-to-date with relevant scientific studies and literature. The Senior Scientist must have molecular/molecular diagnostics expertise, possess excellent communication (technical and interpersonal) skills, possess excellent organization and time management skills, and be goal-oriented with a focus on deliverables.</p><p><b>Essential Duties and Responsibilities</b>:</p><ul><li>Design studies to achieve technical project deliverables</li><li>Serve as technical lead for sample collection products, owning and driving technical aspects of product development, design transfer, verification, validation, and clinical trials, and functioning independently as a technical subject matter expert</li><li>Contribute technical knowledge to improve laboratory capabilities in research and development efforts</li><li>Manage activities to produce deliverables for assigned projects</li><li>Analyze and interpret complex data</li><li>Present clear project summaries in written and verbal formats to internal and external scientific and management teams</li></ul><p><b>Essential Qualifications: </b></p><ul><li>Ph.D. or equivalent work experience in molecular biology, biochemistry, or related fields</li><li>Minimum 2 years in IVD product or biotech/pharma development</li><li>Expertise in molecular diagnostics, liquid biopsy, cfDNA, and/or related areas</li><li>Superior writing skills and experience preparing design control documentation (study protocols, reports, work instructions, etc.)</li><li>Significant experience with and understanding of statistics and statistical methods</li><li>Experience with clinical trials a strong bonus</li></ul><p><b>Additional Requirements: </b></p><ul><li>Strong technical leadership, communication, organization, and presentation skills</li><li>Ability to multi-task and manage several activities/projects in parallel, paying attention both to detail and to how deliverables fit into the broader picture</li><li>Ability to forge strong working relationships with internal cross-functional teams and external project partners</li><li>Ability to proactively identify product and project risks, troubleshoot, and implement solutions</li><li>Ability to travel as required (10%)</li></ul><p><b>Please note: </b> The information contained herein is not intended to be an all-inclusive list of the duties and responsibilities of the job, nor are they intended to be an all-inclusive list of the skills and abilities required to do the job. Management may, at its discretion, assign or reassign duties and responsibilities to this job at any time. The duties and responsibilities in this job description may be subject to change at any time due to reasonable accommodation or other reasons.</p><p><i>If you are looking for a position with growth potential in an exciting industry, please </i><i>note “Senior Scientist, Technical Lead” in the subject line of your e-mail. Please send attachments in MS Word or PDF format only with “your name-resume” and “your name-cover letter” as the document name. Relocation reimbursement is not available for this position. </i></p><p>EOE</p><p>Job Type: Full-time</p><p>Experience:</p><ul><li>IVD product or biotech/pharma development: 2 years</li></ul><p>Education:</p><ul><li>Doctorate</li></ul><p>Location:</p><ul><li>San Diego, CA</li></ul></span>",,"San Diego, CA 92121"
Associate Scientist- Cell Analysis,Biolegend,"<span id=""job_summary"" class=""summary""><div><p><b>Job Summary</b></p>
<p>
BioLegend develops world-class, cutting-edge antibodies and reagents for biomedical research, manufactured in our state-of-the-art facility in San Diego, CA. Our mission is to accelerate research and discovery by providing the highest quality products at an outstanding value, along with superior customer service and technical support. Our product expertise covers a diverse set of research areas including Immunology, Neuroscience, Cancer, Stem cells, and Cell Biology.</p>
<p>
BioLegend is seeking a highly motivated Associate Scientist to join our fast-growing, dynamic and collaborative Cell Analysis team in San Diego. This position will actively participate in all stages of the development, optimization, and validation of new Total-Seq products, a new antibody-based single-cell analysis portfolio at BioLegend.</p>
<p>
Responsibilities will include, but are not limited to, fine tuning highly parallel single cell analysis methods, providing strong scientific and technical leadership, conceiving of and executing novel scientific approaches consistent with departmental goals.</p>
<p><b>
(BioLegend is not offering U.S. Work Authorization for this opportunity. This includes F1, H1B visa and H1B transfers, H4, L, J, TN, EAD, or OPT).</b></p>
<p><b>
Essential Functions</b></p>
<p>
Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.</p>
<ul>
<li>Prepare and handle biological samples (human blood, animal blood and tissues, mammalian cell lines)</li>
<li>Prepare and handle DNA and RNA samples and perform molecular biology assays, including PCR, Q-PCR, RNA-Seq, etc.</li>
<li>Perform immunological assays, such as Flow cytometry, ELISA, Western Blotting, etc.</li>
<li>Perform cell biology, biochemistry, and other experiments, as projects require</li>
<li>Design and execute experiments and analyze and report results</li>
<li>Maintain clear and accurate documentations following company policies and ISO requirements</li>
<li>Monitor project progress</li>
<li>Work as a member of a team (with both outside and inside entities) to develop algorithms for and analyze NGS data</li>
<li>Other duties as assigned</li>
</ul><p><b>Competencies</b></p>
<ul>
<li>Accountability</li>
<li>Adaptability</li>
<li>Communication</li>
<li>Leadership</li>
<li>Planning and organizing</li>
<li>Teamwork</li>
</ul><p><b>Minimum Qualifications - Education and Experience</b><br>
</p>
<ul><li>PhD with 5+ years of experience working with molecular biology techniques required for various NGS library preparation methods</li>
<li>Proficiency with NGS sequencing</li>
<li>Extensive experience in RNA-seq and single-cell assays</li>
<li>Proficiency with Word, Excel, Powerpoint and proficiency in programming languages (Unix command line, Python, Perl, R)</li>
<li>Deep understanding of statistical methods in data analysis</li>
<li>Hands on experience with the execution of next generation sequencing (NGS) based experiments and, preferably, with the analysis of raw NGS data</li>
<li>Good bioinformatic record keeping practices (R Markdown)</li>
<li>Knowledge of lab safety protocols</li>
<li>Ability to effectively advance multiple projects simultaneously and to work in a team environment</li>
</ul><p><b>Preferred Qualifications – Education and Experience</b></p>
<ul>
<li>Hands on experience working with droplet based single cell RNA-Seq based methods</li>
<li>Proficiency with the development of custom algorithms for analysis of new data types</li>
<li>Passion for developing novel assays and techniques to expedite biomedical discoveries</li>
</ul><p><b>Work Environment &amp; Physical Demands</b></p>
<p>
While performing the duties of this job, the employee regularly works in an office setting and in a laboratory environment.</p>
<p>
The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job.</p>
<p>
While performing the duties of this job, the employee is regularly required to use hands and fingers to handle, feel, or operate objects, tools or controls, and reach with hands and arms. The employee is frequently required to stand, talk and hear.</p></div></span>",19 reviews,"San Diego, CA"
Lead Analytic Scientist (AI and Machine Learning),FICO,"<span id=""job_summary"" class=""summary""><p>The need for analytics is everywhere! Be a part of a team that solves problems with analytics by staying at the forefront of Artificial Intelligence (AI) and Machine Learning (ML). Want to build something meaningful and have fun while doing it? We do too and have be using cutting edge technology to help build industry leading solutions.</p><p>If you are a problem solver and like the idea of solving tough problems with data and analytics in real world situations, you will thrive here at FICO! You will have the opportunity to work side by side with some of the brightest analytical and engineering minds in the industry who share a passion for innovation. – Hiring Manager</p><p><b><i>Job Responsibilities: </i></b></p><ul><li>Work with large amounts of real-world data</li><li>Ensure data quality throughout all stages of acquisition and processing, including data collection, normalization and transformation</li><li>Research and select appropriate statistical methods and computational algorithms.</li><li>Build and/or oversee teams building high-end analytic models for relevant problems using statistical modeling techniques.Manage these projects under time constraints, working with other teams within FICO to provide high quality support to enable integration and deployment of analytics software and solutions.</li><li>Assist with model go-lives by performing production data validations and analysis of models in production.</li><li>Assist with client meetings to investigate and resolve problems. Apply data mining methodology in thorough analyses of model behavior and provide support for customer meetings, model construction and pre-sales. May also participate in post-implementation support.</li><li>When opportunity presents itself, advance FICO’s leadership position in the market for analytical and statistical software by helping to understand and anticipate market needs.</li></ul><p><b><i>Qualifications: </i></b></p><ul><li>MS or PhD degree in computer science, engineering, physics, statistics, mathematics, operations research or natural science fields with significant years of hands-on related experience in predictive modeling and data mining.</li><li>Experience analyzing large data sets and applying data-cleaning techniques along with performing statistical analyses leading to the understanding of the structure of data sets.</li><li>Proven ability to lead cross functional teams on medium to large scale projects and handling client interactions requiring strong communication skills.</li><li>Strong scripting experience using Perl, Bash, or similar.</li><li>Experience working with two of the following: Java, Python, C++ or C.</li><li>Proven and demonstrable experience with at least three of the following: neural networks, logistic regression, non-linear regression, random forests, decision trees, support vector machines, linear/non-linear optimization.</li><li>Familiarity with cloud computing technologies such as AWS or OpenStack a plus.</li></ul><p><b><i>Rewards: </i></b></p><ul><li>High performance culture promoting recognition, rewards and professional development</li><li>Competitive base salary coupled with attractive role-specific incentive plan</li><li>Comprehensive benefits program</li></ul><p>Job Type: Full-time</p></span>",121 reviews,"San Diego, CA"
"Scientist I / Research Associate, Chemistry","Samumed, LLC","<span id=""job_summary"" class=""summary""><p><b>About</b></p><p>Samumed is a pharmaceutical platform company based in San Diego, California, focused on advancing regenerative medicine and oncology applications through research and innovation (www.samumed.com). Samumed has discovered new targets and biological processes in the Wnt pathway, allowing the company to develop small molecule drugs that have the potential to address numerous degenerative conditions as well as many forms of cancer. Samumed is currently conducting clinical trials for multiple disease areas – including osteoarthritis, androgenetic alopecia, tendinopathy, degenerative disc disease, idiopathic pulmonary fibrosis, and cancer ‐ and has a broad pipeline targeting areas of significant unmet medical need.</p><p><b>Job Description and Responsibilities: </b></p><p>Samumed is seeking a responsible, dynamic, creative and highly motivated individual to join its medicinal chemistry team in the R&amp;D division to contribute to preclinical research programs aimed at the development of novel small molecules inhibitors.</p><p>This position’s roles and responsibilities include:</p><ul><li>Design and Synthesis of focus libraries of novel small molecule inhibitors to support patent applications and lead optimization.</li><li>Develop versatile synthetic route for rapid analog synthesis.</li><li>Conceive and implement highly creative problem-solving strategies to generate development candidates through lead optimization.</li><li>Scale up synthesis of lead compounds in multi-gram scales.</li><li>Maintain appropriate documentation of research activities.</li><li>Participate in general lab duties including routine care and maintenance of lab instruments.</li><li>Presenting scientific data to colleagues and assisting in the preparation of internal and external presentations (presentations, posters, publications)</li><li>Performing additional general duties to support the safe and efficient operation of the laboratory as required.</li></ul><p><b>Requirements: </b></p><ul><li>Bachelor’s or Master’s degree in medicinal, synthetic or organic chemistry and 4 – 5 years of laboratory experience in an industry or academic setting or PhD degree in organic chemistry with 1 – 3 years of experience as a post-doctoral researcher.</li><li>Good understanding of synthetic and medicinal chemistry.</li><li>Experience in designing and synthesizing chemical libraries.</li><li>Highly skilled in solving wide range of synthetic chemistry challenges.</li><li>Proficient in ADMET concepts, in-vitro/in-vivo pharmacokinetics and pharmacodynamics, molecular biology and pharmacology.</li><li>Understanding of basic patents laws will be a plus.</li><li>Excellent written and oral communication skills, enthusiasm, self-motivation, strong interpersonal skill, and ability to interact effectively within a multidisciplinary team.</li><li>Candidates should be highly organized and have competent computer skills, including familiarity with Microsoft Office programs (Word, Excel, and Powerpoint), Chemdraw and SciFinder.</li></ul><p>Job Type: Full-time</p><p>Location:</p><ul><li>San Diego, CA</li></ul><p>Required work authorization:</p><ul><li>United States</li></ul></span>",,"San Diego, CA 92121"
Academic Program Management Officer 4,UC San Diego,"<span id=""job_summary"" class=""summary""><div><p>The Center for Climate Change Impacts and Adaptation (CCCIA) Program Officer reports to the Center Director and serves as a strategic advisor, program representative and operations manager, providing leadership in Center program development, including strategic planning, communications, fundraising, and day-to-day operations. The incumbent designs and leads an iterative and participatory process in Center strategic and work plan development, monitors budgets and assists the Director in staff recruitment.
</p><p>The Program Officer assists the Director in convening the CCCIA Advisory Committee including follow up to pursue potential project development and assumes oversight for specific projects or programs across the Center portfolio of activity. The Program Officer has a broad understanding of climate impacts and adaptation strategies at various scales and engages with networks and leadership in a range of stakeholder sectors.
</p><p>The Program Officer works with staff to identify funding sources and align the interests of new and Center-affiliated research scientists in interdisciplinary teams to address the needs of stakeholders who are dealing with and planning for the impacts of climate change. The Officer may coordinate proposal development and execution of specific projects and assures integration of monitoring and evaluation strategies in all CCCIA projects to measure progress and assess impact.
</p><p>The Program Officer works with leadership, affiliated research scientists and staff of the CA-NV Climate Applications Program (CNAP), a program designed to improve resilience in California and Nevada to decision makers in the region with usable climate information through integrating cutting edge physical and social science. Areas of collaboration include stakeholder engagement to assess needs and inform CA Climate Assessment initiatives coordinated by State planning offices and targeted regional engagement with SD County and SW Tribes.</p>
<h1 class=""jobSectionHeader""><b>QUALIFICATIONS</b></h1>
<ul><li><p>Advanced Degree in related area; and/or equivalent experience/training.</p></li>
<li><p>
Leadership experience in academic and/or government agencies. Expertise and experience serving as top-level functional leader for a complex program, including contract negotiations, proposal writing, fiscal control, data management. Experiencing at addressing multi-institution and multi-agency requirements.</p></li>
<li><p>
Demonstrated experience in project management, including proven ability in financial, personnel and activity planning and developing budgets, metrics and deliverables using project management tools.</p></li>
<li><p>
Highly skilled fundraising experience. Proven experience in raising funds for specific projects and programs. Extensive experience communicating with legislative and governing agencies, foundations, and industry stakeholders regarding funding opportunities and development of oceanographic research.</p></li>
<li><p>
Advanced knowledge of administrative, budgetary, human resources and financial principles and practices. Broad-based knowledge and experience in managing program finance, budget-planning and review.</p></li>
<li><p>
Demonstrated ability for effective resource and short and long-term planning, decision making, results delivery, team building, and the demonstrated ability to adapt to emerging issues.</p></li>
<li><p>
Advanced oral and written communication skills. Ability to conduct presentations targeted to a range of professional and community-based audiences; facilitate group processes in a variety of settings. Strong ability to draft program strategies, work plans and marketing material.</p></li>
<li><p>
Advanced ability to think creatively and independently on concepts requiring advanced analytical skills. Strong leadership and ability in creative program development and strategic planning; project and proposal development.</p></li>
<li><p>
Demonstrated experience in leading and participating in collaborative teams and networks to realize common goals. Skilled in designing collaborative strategies to incentivize participation and action.</p></li>
<li><p>
Strong interpersonal skills and ability to work with diverse groups to achieve results. Ability to work collaboratively with internal and external peers and managers.
</p></li><li><p>Skills in motivating and fostering collaborative planning to identify common goals, program or project parameters and outcomes and interpersonal skills in collaborative problem solving and and conflict resolution in project or program implementation.</p></li>
</ul>
<h1 class=""jobSectionHeader""><b>SPECIAL CONDITIONS</b></h1>
<p>Job offer is contingent upon a satisfactory clearance based on background check results.</p></div></span>",654 reviews,"San Diego, CA"
Research Administration Financial Analyst,UC San Diego,"<span id=""job_summary"" class=""summary""><div><p>The Research Service Core has been established as a new shared business service center to provide Health Sciences departments with efficient standardized Pre And Post award Extramural Research Fund Management support. The unit will build Systems, tools and training courses to support standardized and automated systems supporting research administration best practices. These new processes and operating guidelines are available to all VCHS departments; while staffing is provided on an opt-in basis for those departments in need or interested in innovative program changes. The unit is interfacing across multiple functional areas which include human resources, finance, and sponsored projects.</p>
<p>Under the general supervision of the Analyst supervising in the Research Service Core and with the overall leadership of the Research Service Core Director, this position is responsible for providing comprehensive extramural funds financial analysis and complex fiscal management for multiple departments or divisions assigned to the analyst. The assignment will cover both pre and post award and carry up to approximately $8 million in sponsored project funding sources. The assigned financial management portfolio involves multiple PI's, multiple funding sources (Federal, State, private grants including program projects; contracts, gifts, clinical trials, sub awards, fellowships, service agreements, and UC Foundation transfers). Will work with numerous different agencies to include, but not limited to NIH, DOD, AHA as well as state and county agencies and private funding. Will work with multiple international and domestic institutions and multiple sites (e.g. Scripps Research Institute and Rady Children's Hospital - San Diego).
</p><p>The Analyst will provide complex financial reporting and continuous analysis of revenue and expenditures. Primary client is the principle investigator and the analyst serves in the context of the department or division management. Analyst will have contact with Division Chiefs and Chairs. Establish new policies and procedures and revise existing procedures to meet changing needs. Provide forecasting for short and long term financial planning. Identify problem areas, formulate alternative solutions and make recommendations for a wide variety of financial and administrative issues. Utilize standardized procedures and automated systems to create a variety of complex internal reports and validation of data for management use. This position has the authority to make decisions with the PI regarding fiscal administration of all the projects.</p>
<p>As the Research Service Core grows, individuals may specialize in a specific area and assignments are considered flexible. MAY be selected to train and apply for delegated authority to submit proposals to agencies at level of $250,000 direct expense per year.</p>
<h1 class=""jobSectionHeader""><b>QUALIFICATIONS</b></h1>
<ul><li><p>Bachelor's degree in related area (business administration, political science, finance, etc.) and / or equivalent experience / training.
</p></li><li><p>Two years of relevant experience.</p></li>
<li><p>
Knowledge of federal, state, and private agency contract and grant regulations and requirements from proposal preparation through close out; including but not limited to cost accounting standards.</p></li>
<li><p>
Demonstrated experience with the applications of principles and practices of financial management, fiscal planning and analysis; experience in principles and practices of fund accounting, cost analysis and audit procedures including UCSD Internal audit requirements.</p></li>
<li><p>
Proven experience designing financial management tools to administer complex awards. Demonstrated experience in budget preparation using automated spreadsheet systems.</p></li>
<li><p>
Demonstrated organizational skills. Skill in prioritizing a high volume workload to ensure priorities and other deadlines are met. Demonstrated ability to work in pressure situations to meet deadlines and accommodate interruptions. Ability to maintain flexibility to redirect efforts when priorities change.</p></li>
<li><p>
Proven ability to analyze complex financial issues, recognize potential impact, identify creative and alternative solutions; make and implement recommendations. Demonstrated problem-solving and negotiation skills with ability to exercise discretion.</p></li>
<li><p>
Demonstrated experience analyzing expenditures, recognizing trends in order to support budget adjustments.</p></li>
<li><p>
Demonstrated experience in developing, producing and completing complex reports for various funding agencies; projecting multi-year expenditures and outcomes as they relate to individual projects, and the department as a whole; experience applying programmatic knowledge to coordinate financial aspects of award administration.</p></li>
</ul>
<h1 class=""jobSectionHeader""><b>SPECIAL CONDITIONS</b></h1>
<ul><li><p>Employment is subject to a criminal background check.</p></li>
<li><p>
Must be willing to work occasional overtime</p></li></ul></div></span>",654 reviews,"San Diego, CA"
Clinical Scientist/ Sr. Clinical Scientist,Xencor,"<span id=""job_summary"" class=""summary""><div><p>Xencor Inc. is an innovative biotechnology company located in the Los Angeles area (near Pasadena) and in San Diego. We use our pioneering XmAb® technology to develop better biotherapeutics/antibodies that target new biological mechanisms and have the potential to be more potent, safer and longer lasting with the goal of improving patient outcomes and quality of life. Currently, we have five programs in clinical development (four in oncology) and plan to start clinical development of two more oncology programs within the next year. In addition to generating an internal pipeline of novel drug candidates, our XmAb® technology has enabled multiple collaborations with leading biopharmaceutical companies including Novartis, Amgen, MorphoSys, Merck, CSL, Janssen(J&amp;J), Alexion and Boehringer Ingelheim.</p>
<p>
We have an exciting opportunity for a Clinical Scientist/Senior Clinical Scientist (Oncology) to join our team. Our employees are the most important factor in our success and we have assembled a highly talented group from diverse backgrounds and disciplines to execute our business plan and shape our future. Xencor employees value new ideas and flexibility and demand from each other scientific rigor, a passion for innovation, and a willingness to take risks.</p>
<p>
The Clinical Scientist/Senior Clinical Scientist (Oncology) will play an integral role in facilitating successful and timely initiation and completion of the Company’s clinical development programs. The Clinical Scientist/Senior Clinical Scientist (Oncology) will work directly with members of the Clinical Development group and with Xencor Clinical Operations, Clinical Project Managers, Data Management and Biostatistics, Clinical Research Organizations (CROs) and Clinical Investigators to plan, execute and monitor medical aspects of selected clinical oncology trials. The successful candidate will operate in a highly detailed and organized fashion in collaboration with the study Medical Director, with the goal of efficiently driving each program through the clinical development process. The Clinical Scientist/Senior Clinical Scientist (Oncology) will have a strong familiarity with good clinical practices, be a highly motivated, hands on, detail-oriented individual with the ability to formulate, develop and execute clinical trials and be able to operate in a highly dynamic environment.</p>
<p>
The Clinical Scientist/Senior Clinical Scientist (Oncology) is an office-based position with job duties that may include:</p>
<ul><li> In concert with Study Medical Directors, create required clinical trial documents including clinical protocols, investigator brochures, DSURs and clinical modules of the IND</li></ul>
<ul><li> Work closely with Clinical Operations to execute the clinical trial with high quality and according to timelines</li></ul>
<ul><li> Perform ongoing review of clinical data, query generation/resolution and data analysis, including review of draft listings to support data cleaning and interpretation</li></ul>
<ul><li> Provide scientific expertise to Clinical Operations by responding to questions or clarifying issues arising during study conduct</li></ul>
<ul><li> Provide internal safety monitoring for clinical trials in collaboration with the Study Medical Director</li></ul>
<ul><li> Provide medical input for the clinical database build, CRFs, monitoring plan, data management plan, safety monitoring plan and statistical analysis plan</li></ul>
<ul><li> Develop and maintain relationships with clinical trial investigators and therapeutic area key opinion leaders as needed</li></ul>
<ul><li> Lead review of study data (e.g. Tables, Listings and Figures and emerging bioanalytical data) and development of CSRs, clinical presentations and publications</li></ul>
<ul><li> Support other members of Clinical Development and Regulatory Affairs departments, as may be required</li></ul>
<ul><li> Participate as a standing member of multidiscipline Project Teams</li></ul>
<p>
Please note this job description is not designed to cover or contain a comprehensive listing of activities, duties or responsibilities that are required of the employee for this job. Duties, responsibilities and activities may change at any time with or without notice.</p>
<p>
Qualifications/Requirements:</p>
<ul><li> Degree in life sciences (PhD, RN, PharmD, MS, BS) with oncology clinical research experience and strong hands-on working knowledge of drug development</li></ul>
<ul><li> 5+ years’ (4+ years in oncology) directly relevant pharmaceutical industry experience in clinical development with previous experience as a clinical scientist, including: data review, safety monitoring, protocol development, supporting data analyses, interpretation and publications, experience working on cross functional clinical trial teams and liaising with study investigators</li></ul>
<ul><li> Prior experience with relevant tasks throughout the entire study life cycle, from study concept to database lock and CSR, is a plus.</li></ul>
<ul><li> Prior experience with monoclonal antibody biologics/immunotherapy clinical development is a plus</li></ul>
<ul><li> Experience in translational medicine/early phase clinical trials is a plus</li></ul>
<ul><li> Self-starter, highly motived, highly organized and hands on with outstanding attention-to-detail</li></ul>
<ul><li> Able to work independently and prioritize multiple tasks and goals to ensure the timely, on-target and within-budget accomplishment</li></ul>
<ul><li> Excellent written and oral communication skills and interpersonal skills</li></ul>
<ul><li> Experience in analysis and interpretation of emerging clinical data, including use of software packages to analyze data (e.g. pivot tables) and EDC: MS Office Suite, Visio, GraphPad Prism, Spotfire, Medidata RAVE, Inform etc.</li></ul>
<p>
We strive to create an environment that will challenge, motivate, and reward our employees for meeting the changing demands of creating breakthrough therapeutics. Xencor has a highly collaborative structure that integrates co-workers with different skill sets into teams for product and technology development. With an emphasis on attaining the best and most highly qualified candidates in their respective fields, we offer a competitive salary &amp; benefits package.</p>
<p>
Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.</p>
<p>
Please submit a cover letter &amp; resume. For further information about Xencor, please visit our website at www.xencor.com EOE</p></div></span>",,"San Diego, CA 92130"
"Temporary Research Scientist I, Electrophysiology",Vertex Pharmaceuticals,"<span id=""job_summary"" class=""summary"">Temporary contract, 6 months
<br><br>
Vertex Pharmaceuticals has an exciting opportunity for a Temporary Research Scientist to join the Pharmacology Group to gain hands-on experience in a dynamic biotechnology/drug discovery environment focused on the development of novel therapeutics for multiple indications. We are seeking a motivated, creative and innovative electrophysiologist with a deep understanding of ion channel biophysics and broad, hands-on experience using in vitro cellular electrophysiology techniques, with a particular focus on automated and/or manual cellular electrophysiology. A successful candidate will have demonstrated scientific expertise in ion channel function, measurement of ion channel activity, and application of electrophysiological recording techniques to characterize compound mechanism of action in support of drug discovery programs.
<br><br>
<b>Key responsibilities:</b><br>
Design and execute ion channel electrophysiology studies to support drug discovery projects
<br>Analyze and interpret data and effectively document and communicate results
<br>Provide technical expertise in in vitro patch clamp electrophysiology
<br>Work effectively in a multi-disciplinary team environment and have excellent organizational and communication skills
<br><br>
Minimum Qualifications
<br><br>
Ph.D. (or equivalent) in Physiology, Pharmacology, or a related field with 0-5 years of drug discovery experience, preferably in a pharmaceutical/ biotechnology setting, or
<br>MS (or equivalent) in similar field with 3+ years of similar experience, or
<br>BS (or equivalent) in similar field with 5+ years of similar experience
<br>Extensive knowledge of ion channel biophysics and applications to drug discovery
<br>In depth experience in the design, execution and interpretation of manual and/or automated electrophysiology studies
<br>Effective communication skills, both verbal and written
<br><br>
<b>Preferred Qualifications:</b><br>
Experience performing two-electrode voltage clamp in Xenopus oocyte
<br>Working knowledge of automated patch clamp technologies
<br>Ability to navigate and thrive in a fast-paced, highly-matrixed work environment.
<br>Strong desire to be part of a highly innovative company aimed at transforming the lives of people with serious diseases, their families, and society</span>",179 reviews,"San Diego, CA 92121"
