position,company,description,numreview,location
Fall 2018 Internship/Co-Op,"Wiss, Janney, Elstner Associates","<span id=""job_summary"" class=""summary""><div><p>Fenway Park Boston, MA</p><div>
<div>
</div></div><p>Wiss, Janney, Elstner Associates, Inc. (WJE) is the nation’s premier team of expert architects, structural engineers, and materials scientists solving the problems of contemporary and historic structures.</p>
<p>
The WJE Internship Program provides top-notch students the opportunity to apply classroom learning to real-world challenges, working with recognized experts in forensic architecture and engineering. In turn, the Internship program assists in identifying high-potential, technically-adept professionals for regular, full-time employment upon graduation.</p>
<p>
The WJE Boston office is seeking candidates who are current students for internship and co-op opportunities for Fall 2018.</p>
<p><b>
Requirements:</b></p>
<ul>
<li>Qualified candidates will be in their senior year of a Bachelor's or are in between years of a master’s program in schools of Architecture or Engineering (Civil and Environmental), Building Engineering (Science), and Building Construction and Technology.</li>
<li>Stand-out candidates are also seeking minors or certificates in interdisciplinary programs that integrate education in fields related to building performance, such as construction management, sustainability, and mechanical systems.</li>
<li>Must have at least a 3.5 out of 4.0 GPA or a 75% overall average.</li>
<li>Ideal candidates will have a strong interest in supporting and working with a professional staff that focuses on evaluating and designing repairs for problems that occur in the built world.</li>
<li>Candidates should be available to work a minimum of 40 hours a week.</li>
<li>Additionally, qualified candidates will demonstrate strong leadership skills, integrity, excellent oral and written communication skills, drafting proficiency, curiosity, and enthusiasm.</li>
<li>Relevant work experience desirable but not required.</li></ul>
<br>
<p><b>Advantages to Participants:</b></p>
<ul>
<li>Application of classroom training in the real world.</li>
<li>Opportunity to work with and learn from talented professionals, the best in the business.</li>
<li>Gain a competitive edge towards regular, full-time employment upon graduation.</li>
<li>Challenging and stimulating work assignments.</li>
<li>Competitive salary.</li>
<li>Overtime pay at time-and-one-half for hours worked beyond the normal 40-hour week.</li>
<li>Paid holidays during assignment period.</li>
</ul><p><b>Key Competencies:</b></p>
<ul>
<li>Energy and Enthusiasm - Consistently maintains high levels of activity and productivity</li>
<li>Attention to Detail - Careful and quality oriented</li>
<li>Communication - Clearly conveys information, excellent writing skills</li>
<li>Assumes Responsibility - Self-starter, willing to interact as a team player, and take independent initiative. Works proactively in solving problems and takes action beyond normal responsibilities</li>
<li>Interest in WJE work - Has traditional structural / architectural engineering training and skills combined with a passion for solving problems with the built environment, including both new and existing structures</li>
</ul><p>The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. This position requires visual acuity and listening ability. Individuals must have the dexterity to be able to operate office and field equipment such as computer, printer, copier, telephone, voice mail system, and other office and field equipment. Requirements may also include:</p>
<ul>
<li> Ability to attend meetings at various office, field and construction sites</li>
<li> Ability to perform inspections of buildings and other structures, both visually and with instruments</li>
<li> Ability to lift and carry materials and equipment up to 50 lbs.</li>
<li> Ability to perform work in the temperature extremes presented by work in the outdoors</li>
<li> Ability to read construction drawings, diagrams, printed materials and computer screens</li>
<li> Ability to record data clearly and write passages for reports, letters, etc.</li>
<li> Ability to travel</li>
<li> Ability to safely work at heights</li>
<li> Ability to safely use and/or operate ladders, scaffolds, lifts and other access equipment</li>
<li> Ability to understand and appreciate safety training specific to numerous workplace and construction hazards</li>
<li> Ability to safely work in a variety of occupationally hazardous locations</li>
<li> Medically fit to utilize respiratory protection devices and other forms of Personal Protective Equipment</li>
<li> Ability to drive and safely operate a motor vehicle</li>
</ul><p><b>WJE is an Equal Opportunity Employer. We invite all qualified applicants to apply including individuals with disabilities, minorities, women, and protected veterans (VEVRAA federal contractor).</b></p>
<p><b>
WJE will consider qualified applicants with criminal histories in a manner consistent with the requirements of Fair Chance Ordinances.</b></p></div></span>",,"Boston, MA 02210"
Motion Planning Research Scientist,Aptiv,"<span id=""job_summary"" class=""summary""><div><div>nuTonomy aims to be the first company in the world to launch an autonomous taxi system, and we are building up an awesome team to make this goal a reality. We are developing the first-of-its-kind complete solution for providing point-to-point mobility via large fleets of autonomous vehicles. This includes software for autonomous vehicles, smartphone-based ride hailing, fleet management, and teleoperation. The company's software has been tested extensively on public roads in the U.S. and Singapore. We offer a unique opportunity to work closely with experts from a wide array of backgrounds, to create ground-breaking technology with potential for huge impact. As a member of a fast-growing start-up, you will be able to make a large contribution to the final product. For more information about nuTonomy, visit: www.nutonomy.com</div><div><br>
</div><div>
We are seeking highly talented <b>Motion Planning</b> <b>Research Scientists</b> with experience working in mobile robotics who can ensure that our self-driving cars deliver consistent, robust performance. The ideal candidate will be an expert in motion control theory and have experience developing production-quality software.</div>
<br>
<b>Things you'll get to work on:</b><ul><li>
Advise C++ software engineers about architectures and approaches that will facilitate a future transition to embedded systems</li></ul><b>
Skills and traits you will likely already have:</b><ul><li>
PhD or Masters</li><li>
Expert in motion planning or control engineering</li><li>
Strong background in data structures and algorithms</li><li>
Experience with real-time constraints</li><li>
Excellent C/C++ development skills on Linux platforms</li><li>
Experience developing software as part of a team</li><li>
Good software engineering habits</li><li>
Experience with software engineering tools (e.g., Git, CMake, CI, gdb,etc)</li><li>
Desire to work in a fast-paced startup environment</li></ul><b>
Bonus points (but not required):</b><ul><li>
Familiarity with additional programming languages (e.g., Python)</li><li>
Experience with sampling-based motion planners, lattice-based planners, planning under uncertainty, and/or numerical optimization</li><li>
Experience in a regulated, safety critical environment</li></ul></div></span>",41 reviews,"Boston, MA"
Data Engineer,John Hancock,"<span id=""job_summary"" class=""summary""><div><div>Data Engineer-1710163</div><div><br>
</div><div>Description<br>
<div>
Are you looking for unlimited opportunities to develop and succeed? With work that challenges and makes a difference and a flexible and supportive environment, we can help our customers achieve their dreams and aspirations.</div>
<div><b>
Summary:</b></div>
<div>
The candidate must be knowledgeable in the big data domain and contribute to the creation of divisional standards and capabilities to meet business unit needs. Assignments will range from consultative support and mentoring to hands on delivery to meet business objectives.</div>
<div>
Candidate must flourish in a matrix managed environment and serve as a collocated ambassador for the divisional services within the business unit. Key to success will be rapid business delivery by leveraging divisional standards and capabilities while applying good judgment when unique or evolving business needs require creative alternatives to meet the businesses objective.</div>
<div><b>Main responsibilities:</b></div>
<br>
<ul><li>Partnering with data scientist to understand business objective and applying deep understanding of John Hancock data to identify data needed to support use cases</li>
<li>Provide support for stitching data together and creating analytics base tables</li>
<li>Provide engineering and design support for Hadoop/Spark/Ingestion Tool based build, configuration, monitoring and supportability</li>
<li>Manage the data loading into Hadoop, Hive and various column store databases</li>
<li>Translate complex functional and technical requirements into detailed big data design solutions conformant to enterprise standards, architecture and technologies</li>
<li>Maintain security and data privacy</li>
<li>Participate in POC efforts to help build new Hadoop/Spark/HBase clusters</li>
<li>Test prototypes and oversee handover to operational teams</li>
<li>Monitor and tune the performance of the Hadoop ecosystem</li>
<li>Monitor databases to ensure accurate and appropriate use of data and perform quality control of database activities</li>
<li>Troubleshoot and correct problems discovered in production and non-production platforms</li>
<li>Follow change management procedures and help to create policies and best practices for all database environments</li>
<li>Drive platform self-service through the creation maintenance and publishing of support documentation and procedures</li>
<li>Maintain involvement in continuous improvement of Big Data solution processes, tools and templates</li></ul>
<br>
<div><b>Experience:</b></div>
<br>
<ul><li>Experienced with the Hadoop ecosystem and toolset – HDFS, MapReduce, Spark, Pig/Hive, Hbase, NoSQL Databases etc.</li>
<li>3 – 5 years’ experience supporting analytic environments and users</li>
<li>Experience using one or more of the following ETL Tools: NiFi, Informatica, Ab Initio or Data Stage</li>
<li>Experience developing data integrations for data ingestion, data mapping and data processing capabilities</li>
<li>Experience programming in both compiled languages (Java, Scala, or Clojure or other JVM-based language) and scripting languages (PHP, Python or Ruby)</li>
<li>Experience working in a SaaS environment</li>
<li>Experience working in a Cloud environment. Azure preferred</li>
<li>Experience in designing solutions for multiple large data warehouses</li>
<li>Experience in database (SQL/NoSQL) performance analysis, tuning and capacity planning</li>
<li>Experience in designing business intelligence systems, dashboards and analytical reporting is also a plus</li>
<li>Experience in database development (SQL/Stored Procedures/NoSQL) performance tuning and capacity planning</li></ul><b>
Knowledge and Skills:</b><br>
<ul><li>Ability to write Spark jobs</li>
<li>Analytical and problem solving skills, applied to Big Data domain</li>
<li>Ability to write high-performance, reliable and maintainable code</li>
<li>Demonstrated understanding of unstructured data designs</li>
<li>Knowledge of database scalability principles</li>
<li>Knowledge of BI tools such as SAS, R, Tableau, QlickView</li>
<li>Ability to work with development teams in an Agile environment to develop new features and modify existing features with a “design for the future” mentality for the schema</li>
<li>Able to interact with client projects in cross-functional teams</li>
<li>Strong interpersonal, written and oral communication skills</li>
<li>Proven ability to effectively prioritize and execute tasks in a team-oriented, collaborative work place</li>
<li>Self-reliant and comfortable with a rapidly changing environment</li>
<li>Customer service orientation</li>
<li>Ability to assimilate new skills to support</li>
<li>Ability to adapt to new service needs as they arise</li></ul>
<br>
<div><b>Key Differentiator:</b></div>
<div><ul><li>Strong experience in NiFi process designs</li>
<li>Strong experience in data preparation processes</li></ul>
<div><br>
</div></div><div><div><b>About John Hancock Financial and Manulife</b></div>
<br>
<div>John Hancock is a division of Manulife Financial Corporation, a leading international financial services group that helps people achieve their dreams and aspirations by putting customers’ needs first and providing the right advice and solutions. We operate primarily as John Hancock in the United States, and Manulife elsewhere. We provide financial advice, insurance and wealth and asset management solutions for individuals, groups and institutions. Assets under management and administration by Manulife and its subsidiaries were over $1.04 trillion (US$829.4 billion) as of December 31, 2017. Manulife Financial Corporation trades as MFC on the TSX, NYSE, and PSE, and under 945 on the SEHK. Manulife can be found at manulife.com.</div>
<div>One of the largest life insurers in the United States, John Hancock supports approximately 10.7 million Americans with a broad range of financial products, including life insurance, annuities, investments, 401(k) plans, and college savings plans. We also offer advice through Signator, a network of independent financial advisors. Additional information about John Hancock may be found at johnhancock.com.</div>
<div>Agency submissions and contacts are by invitation only and must be initiated by John Hancock's Recruiting Department only. Unsolicited agency submissions will not be honored.</div>
<div>JOHN HANCOCK IS AN EQUAL OPPORTUNITY EMPLOYER - AA/F/M/D/V<br>
<ul><li><b>LI-JH</b></li></ul></div></div></div><div><br>
</div><div><br>
</div><div>Primary Location: US-MA-Boston</div><div>
Other Locations: US-MA-Boston</div><div>
Business Unit: USSS IS</div><div>
Job Function: Information Technology</div><div>
Job Type: Standard</div><div>
Schedule: Full-time</div><div><br>
</div><div>Job Posting: May 3, 2018, 12:46:21 PM</div><div>
Unposting Date: Ongoing</div></div></span>",376 reviews,"Boston, MA"
Software Engineer - Machine Learning,Lightmatter,"<span id=""job_summary"" class=""summary""><div><div><div><div><ul><li>Work closely with a Sr. Machine Learning Scientist to build state-of-the-art and novel machine learning algorithms that learn semantics of data (images, video, text, audio, and other modalities).</li><li>
Process datasets and run deep learning training to develop new algorithms.</li><li>
Understand and analyze the interplay between machine learning accelerator software and hardware.</li><li>
Develop and maintain code repositories for training and visualizing neural network models.</li></ul></div></div></div>
<div><div><h3 class=""jobSectionHeader""><b>Key Qualifications</b></h3><div><ul><li>
Bachelors or Masters (preferred) in computer science, physics, mathematics, or any related field.</li><li>
1 - 2 years experience in data science or a machine learning related field (preferred).</li><li>
Highly proficient in scientific object-oriented programming languages, e.g. Python, Julia, C++, with good code hygiene.</li><li>
Solid understanding of artificial intelligence, machine learning, and neural networks.</li><li>
Experience in machine learning and deep learning programming languages and framework, e.g. Tensorflow, PyTorch, Caffe, Keras.
</li><li>Ability to manipulate and analyze complex, high-volume, high-dimensional data from different sources.</li><li>
Optional: Experience working with deep learning accelerators, e.g. GPU.</li></ul></div></div></div></div></span>",,"Boston, MA"
Research Scientist Parallel Medicinal Chemistry,Vertex Pharmaceuticals,"<span id=""job_summary"" class=""summary"">The Medicinal Chemistry team is seeking an energetic, results-oriented individual, who possesses a track record of success in utilizing parallel medicinal chemistry to impact projects within medicinal chemistry. The successful candidate should have a passion for learning as well as the abilities to generate and implement original ideas and contribute to the success of medicinal chemistry teams. Outstanding creative, technical, organizational and communication skills are required for this position. This individual will join a medicinal chemistry team and be required to design and execute library chemistry at a high level. The candidate will be expected to work independently within the team and be able to design and execute multi-step reaction protocols.
<br><br>
<b>Key responsibilities include:</b><br>
Identifying medicinal chemistry challenges that could be addressed with library chemistry
<br>Design and execution of multi-step reaction sequences in parallel.
<br>Troubleshoot and optimize reaction sequences to generate informative compounds in parallel.
<br>Development and application of automated reaction and purification systems to enable library chemistry.
<br>Analysis of complex data sets
<br>Active participation in discussions in medicinal chemistry team meetings.
<br>Presentation of results to chemistry and project teams.
<br>#LI-BS1
<br><br>
Minimum Qualifications
<br><br>
A PhD degree with 2+ years of experience in the pharmaceutical industry or a Master’s degree with 5-7 years of pharmaceutical industry experience.
<br><br>
<b>Preferred Qualifications:</b><br>
A PhD degree with 2+ years of experience in the pharmaceutical industry and the following relevant experiences and capabilities:</span>",179 reviews,"Boston, MA 02110"
VP Marketing (m/f),SimScale,"<span id=""job_summary"" class=""summary""><p>We’re looking for a driven, energetic and entrepreneurial VP Marketing to lead SimScale’s global marketing operations in the next phase of our growth. In this role, you will leverage your SaaS Marketing experience to own and improve SimScale's high-velocity lead generation engine in close collaboration with the sales and product teams. You’ll develop and nurture SimScale’s brand and own overall messaging and communication. As part of the executive team, you’ll translate company strategy and business objectives into marketing strategies and tactics and set the company up for long term success.</p><p>If you are not afraid to roll up your sleeves and be hands on, but are equally adept at leading and developing a world-class marketing team, we’d love to hear from you! The role is based in either Munich or Boston.</p><p><b>Your responsibilities: </b></p><ul><li>Own and improve SimScale’s lead generation engine, including marketing automation, SEO, content marketing, website, lead scoring, segmenting and nurturing to support afast growingsales team</li><li>Own and develop SimScale’s brand and overall messaging</li><li>Optimize and drive marketing strategies from analysis and insights</li><li>Build, lead, retain, and motivate a world-class, global marketing team</li><li>As part of the executive team, translate company strategy and business objectives into strategic and tactical marketing direction</li></ul><p><b>Your profile: </b></p><ul><li>5+ years leadership experience in software marketing / demand generation (B2B SaaS preferred) with a proven track record of executing go-to-market strategies supporting sales to exceed pipeline and revenue targets</li><li>Deep expertise with the modern marketing software stack, including, but not limited to: marketing automation, A/B testing, website analytics, Google AdWords, lead scoring, user engagement platforms, etc.</li><li>Strong understanding of SEO and components of both onsite &amp; offsite optimization</li><li>Drive to deeply understand the customer and ability to speak their language</li><li>Data-driven, focused on results, thriving in a fast-paced high growth organization</li><li>Strong verbal and written communication, time management, organizational as well as presentation skills</li><li>Ability to effectively navigate both high-level strategic and low-level tactical activities</li></ul><p><b>About Us: </b></p><p>At SimScale, our mission is to help engineers worldwide to develop their products faster, easier, and better. We are fascinated by the potential of simulation technology and work hard to make it easier and more accessible than ever before. To that end, we are building the world’s first completely web-based engineering simulation platform – bringing high-performance computing technology to the fingertips of every engineer and scientist in the world.</p><p>Shape the next generation of simulation technology together with a team of highly talented engineers, mathematicians, and computer scientists!</p><p>We look forward to receiving your application via our online application system:</p><p>https://simscale-jobs.personio.de/job/84754</p><p>Job Type: Full-time</p></span>",,"Boston, MA"
Market Research Analyst,"Jenzabar, Inc","<span id=""job_summary"" class=""summary"">POSITION SUMMARY
<br><br>
Collect data through interviews, surveys, web search, database search, or other methods. Partner with various teams to identify key information gaps and plan to provide that information. Synthesize and analyze information from various sources to identify trends, opportunities, and dangers. Use excellent project management skills to organize multiple projects.
<br><br>
ESSENTIAL TASKS
<br><br>
<ul>
<li>Conducting meetings and presentations to share ideas and findings.</li>
<li>Evaluating business processes, anticipating requirements, uncovering areas for improvement, and developing and implementing solutions.</li>
<li>Leading ongoing reviews of business processes and developing optimization strategies.</li>
<li>Documenting and communicating the results of your efforts.</li>
<li>Plans, organizes, and conducts research for use in projects to be determined by CEO.</li>
<li>Effectively communicating your insights and plans to cross-functional team members and management.</li>
<li>Gathering critical information from meetings with various stakeholders and producing useful reports.</li>
<li>Supporting the CEO on all areas of responsibilities.</li>
</ul>
PREFERRED SKILLS AND EXPERIENCE
<br><br>
<ul>
<li>A history of leading and supporting successful projects.</li>
<li>A minimum of 5 years experience in business analysis, research or a related field.</li>
<li>Exceptional analytical and conceptual thinking skills.</li>
<li>Experience creating detailed reports and giving presentations.</li>
<li>Competency in Microsoft applications including Word, Excel, and Outlook.</li>
</ul>
**This job description is not designed to cover or contain a comprehensive listing of all responsibilities that are required of the employee. Duties and responsibilities may change or be assigned at any time.**
<br><br>
Jenzabar does not discriminate in employment opportunities or practices on the basis of race, color, sex, gender, gender identity, pregnancy, childbirth and related medical conditions, genetics, genetic markers and carrier status, creed, religion, national origin, ancestry, age, disability, medical condition, marital status, sexual orientation, military service, veteran status, or any other status protected by state and federal laws.
<br><br>
For over four decades, the higher education experts at Jenzabar have been helping colleges and universities across the world thrive. The Jenzabar culture is one that fosters an entrepreneurial environment, where employees are encouraged to be creative, work hard, and have a great time while doing so. We believe in open doors, asking tough questions, respecting each other, and surpassing our clients’ expectations every step of the way. It’s an enjoyable place to be, with casual dress and a relaxed atmosphere.
<br><br>
<b>Screenings:</b> Criminal Background Check</span>",6 reviews,"Boston, MA 02199"
"Fundamental Research Analyst, Strategic Advisers, LLC",Fidelity Investments,"<span id=""job_summary"" class=""summary""><div><p><b>The</b><b> </b><b>Department</b></p><p>
Strategic Advisers, Inc. (SAI) is a registered investment advisor and wholly owned subsidiary of FMR LLC that provides investment management services to clients through Fidelity’s retail and institutional distribution channels. For more than 25 years SAI has specialized in the design, construction and management of asset allocation solutions, as well as the methodologies for many of Fidelity’s investment planning tools, to help investors reach their financial goals. With close to $350 billion in assets under management in a blend of Fidelity and third party investment vehicles, the SAI team of investment professionals constructs and manages asset allocation portfolios for close to 1,200,000 customer accounts.</p><br>
<div><div><b>
Fundamental Research</b></div><div>
SAI’s Fundamental Research team consists of 24 Analysts and Associates in Boston, Massachusetts and 7 Research Associates and Specialists in Bangalore, India. The Fundamental Team is organized into asset classes that include US Equity, International Equity, Fixed Income, and Alternatives. To support SAI investment solutions, the Fundamental Research Team monitors over 2,000 Fidelity and non-Fidelity funds and actively researches over 1,000 investment strategies (mutual funds, sub-advisers, separately managed accounts and ETFs).</div><br>
<p><b>
The Position</b></p><p>
As a Fundamental Research Analyst, you will report to the Director of Research. Your responsibilities will include coverage of the U.S. Equity Large Cap peer group and performing extensive due diligence and research on portfolio managers within that universe. This position is located at the company’s headquarters in Boston, Massachusetts.</p><br>
<p><b>
Responsibilities</b></p><ul><li>
Identify the most compelling equity strategies and recommend the best managers to execute on those selected investment disciplines.</li><li>
Perform extensive due diligence on portfolio managers within the U.S. Equity Large Cap peer group.</li><ul><li>
Lead meetings with portfolio managers to discuss portfolio strategy, investment team philosophy, and investment process and strategy objectives.</li><li>
Conduct rigorous analysis of portfolio managers’ performance, risk and holdings using analytical tools including Bloomberg, FactSet, MPI Stylus, Barra, Morningstar, Style Research and other quantitative tools.</li><li>
Perform quarterly oversight of owned sub-advisers and identify/analyze new sub-adviser prospects.</li></ul><li>
Make buy/sell/hold investment recommendations on assigned equity strategies.</li><ul><li>
Publish research reports on selected managers and the broader peer group.</li><li>
Assist SAI Portfolio Managers with tactical/strategic positioning for the Large Cap segment of the market.</li></ul><li>
Communicate investment recommendations to SAI Portfolio Managers through written reports, group presentations and 1:1 meetings.</li><li>
Provide detailed peer group performance analysis.</li><li>
Actively participate in team discussions and asset class initiatives.</li></ul><br>
<p><b>
Qualifications</b></p><ul><li>
5 or more years of investment experience with demonstrated track record of impactful research and recommendations</li><li>
Real passion for investing and strong knowledge of and interest in capital markets in general</li><li>
Willingness and desire to travel to meet with portfolio managers</li><li>
CFA credential and/or Masters’ degree preferred</li><li>
Excellent quantitative and analytical skills</li><ul><li>
Ability to comprehend complex market and investment statistics</li><li>
Demonstrated expertise using quantitative analytical tools to assess investment strategies</li></ul></ul><br>
</div><i>
At Fidelity, we are focused on making our financial expertise broadly accessible and effective in helping people live the lives they want— from the 23 million people investing their life savings, to the 20,000 businesses managing their employee benefits programs, to the 10,000 advisors and institutions needing innovative technology solutions to invest their clients’ money. To do this well, as a privately held company, we place a high degree of value in nurturing a work environment that attracts the best talent and reflects our commitment to being an employer of choice. For more information about Fidelity Investments, visit </i><i>www.fidelity.com</i><i>.</i></div></span>","2,906 reviews","Boston, MA"
Machine Learning Engineer,Burst Inc.,"<span id=""job_summary"" class=""summary""><ul><p>Skills/Experience Desired:
</p><li><p>Experience in machine learning algorithm development</p>
</li><li><p>Experience with video, audio or image processing algorithms is a major plus</p>
</li><li><p>Software development experience, with Java, Scala, C, C++, C# or Python</p>
</li><li><p>Familiarity with R, OpenCV, SQL, and NoSQL systems a plus</p>
</li><li><p>Exposure to Neural networks and deep learning tools such as Torch, Caffe or Theano a big plus</p>
</li><li><p>PhD degree or Masterâ€™s degree or equivalent work experience in machine learning</p></li></ul></span>",,"Boston, MA 02110"
"Scientist, Pharmacology",PureTech Health,"<span id=""job_summary"" class=""summary""><b>Company Overview:</b><br>
PureTech Health (PureTech Health plc, PRTC.L) is a cross-disciplinary biopharma company creating 21st century medicines that modulate the adaptive human systems. Our therapies target the immune, nervous, and gastro-intestinal systems by addressing the underlying pathophysiology of disease from a systems perspective rather than through a single receptor or pathway. We are advancing more than 20 clinical studies across our pipeline, with multiple human proof-of-concept studies and pivotal or registration studies expected to read out in the next two years. PureTech Health’s rich and growing research and development pipeline has been developed in collaboration with some of the world’s leading scientific experts, who along with PureTech's experienced team and board analyses more than 650 scientific discoveries per year to identify and advance the opportunities we believe hold the most promise for patients. This team and process place PureTech Health on the cutting edge of ground-breaking science and technological innovation and leads the Company between and beyond existing disciplines. For more information, visit www.puretechhealth.com ( http://www.puretechhealth.com/ ).
<br><br>
<b>Job Description:</b><br>
PureTech is seeking an experienced scientist to take a key role in advancing preclinical discovery of its lymphatic targeting program across a range of autoimmune and inflammatory indications. The scientist will be implementing a pharmacokinetic program to rigorously elucidate the functionality of a novel lipid prodrug platform.
<br><br>
<b>Some of the more critical responsibilities will include:</b><br>
<ul>
<li>Design and conduct in vivo pharmacokinetic studies at local vivarium</li>
<li>Work with lab management to draft and submit appropriate protocols for IACUC and IBC approvals</li>
<li>Coordinate execution of in vivo preclinical models via external CROs</li>
<li>Analysis and presentation of study data, provide scientific interpretations and recommendations in both team and company settings</li>
<li>Lead and execute research projects independently, and ensure that projects support current company goals</li>
<li>Foster a scientific culture of collaboration, innovation, rigor, and transparency</li>
<li>Actively participate in project team meetings, and contribute to reports, patent applications, and regulatory filings</li>
</ul>
Experience
<br><br>
<ul>
<li>Ph.D. in Life Sciences + 5-10 years industry experience. Degree in Immunology or Pharmacology is desirable.</li>
<li>Rodent intestinal surgery experience required (e.g. placing and maintaining lymphatic and duodenal cannulas)</li>
<li>Familiarity with IACUC guidelines and appropriate approvals process across institutions</li>
<li>Euthanasia and Anesthesia according to IACUC-approved protocol</li>
<li>Demonstrated understanding of mouse and rat anatomy</li>
<li>Collection of blood and organs using aseptic techniques as well as oral gavage, intraperitoneal, subcutaneous, and intravenous routes of drug administration.</li>
<li>Strong bench in vivo pharmacology skills, including preparing of test compounds, dosing, and blood and tissue collection</li>
<li>Highly motivated and results driven individual with a passion for working in a fast-paced and evolving organization</li>
<li>Experience with CROs and outsourcing studies a plus</li>
<li>Outstanding communication, interpersonal, and partnering skills</li>
<li>Excellent cross-disciplinary skills in communicating scientific ideas to non-scientist stakeholders to foster collaboration and deliverable-based team work</li>
<li>Startup experience is highly valued. Ability to adjust rapidly to changing scientific priorities and technologies</li>
</ul>
</span>",,"Boston, MA"
"Analyst, Forecasting & Capacity Modeling",Wayfair,"<span id=""job_summary"" class=""summary""><div>The Supply Chain Analytics team is looking to add a Senior Analyst to their group! This person will apply quantitative skills to answer critical strategic business questions and support operational initiatives.<p>
Who we are: The supply chain analytics teams are internal consulting groups that seek to improve operational efficiency by building quantitative models. They serve as the go-to source for analytics needs for the Wayfair Operations team: from Transportation &amp; Logistics to Warehouse Operations &amp; Inventory Positioning.<br>
<br>
<b>What you will do:</b></p><ul><li>
Contribute to big data analysis using SQL, Python, R, and other software applications</li><li>
Build scenario planning models in Microsoft Excel or other tools</li><li>
Develop, run, and interpret statistical models to forecast supply and demand</li><li>
Detect significant changes in network behavior from historical patterns and revise existing models to include new predictors</li><li>
Build complex capacity models for our warehouses and cross-docks to identify and manage potential constraints</li><li>
Create rich data visualizations in Excel, Tableau, Python, or R</li><li>
Communicate insights and recommendations in a clear and concise manner</li></ul><p><b>
Example Projects:</b></p><ul><li>
Building statistical forecasts of Wayfair orders by product category. These models drive millions of dollars of real estate and capital investment decisions for our warehouses, cross-docks, and other Wayfair-operated facilities.</li><li>
Combining time series forecasts, business forecasts, and planned changes to our supply chain network to guide capacity planning, including expansion to new markets.</li><li>
Creating an event simulation to identify capacity constraints under various scenarios. Identify cost-effective solutions for relieving those constraints.</li></ul><p><b>
Who you are:</b></p><ul><li>
You have at least 1 year of experience in an analytical/consulting role, preferably with supply chain or logistics experience</li><li>
You have a master’s degree or higher in Mathematics, Industrial Engineering, Economics, Statistics, Physics, or other concentrations with heavy quantitative focus strongly preferred, also PhD is good.</li><li>
You think critically about analytical assumptions, models, and conclusions</li><li>
You are strong at using Microsoft Excel, including pivot tables and pivot charts</li><li>
You are able to use SQL to join data from multiple database tables</li><li>
You are able to write scripts in Python, R, or other languages used by data scientists</li><li>
You possess strong written and verbal communication skills</li></ul><p><b>
What we offer:</b></p><ul><li>
Fun and collaborative work environment</li><li>
Limitless career growth</li><li>
Free snacks</li><li>
Casual dress code</li><li>
Paid time off</li><li>
Health/wellness programs</li><li>
Matching 401K</li><li>
Monthly team outings</li></ul><p><b>
About Wayfair Inc.</b></p><p>
Wayfair believes everyone should live in a home they love. Through technology and innovation, Wayfair makes it possible for shoppers to quickly and easily find exactly what they want from a selection of more than 10 million items across home furnishings, décor, home improvement, housewares and more. Committed to delighting its customers every step of the way, Wayfair is reinventing the way people shop for their homes - from product discovery to final delivery.</p><p>
The Wayfair family of sites includes:</p><ul><li>
Wayfair, an online destination for all things home</li><li>
Joss &amp; Main, where beautiful furniture and finds meet irresistible savings</li><li>
AllModern, unbelievable prices on everything modern</li><li>
Birch Lane, a collection of classic furnishings and timeless home décor</li><li>
Perigold, unparalleled access to the finest home décor and furnishings</li></ul><p>
Wayfair generated $5.2 billion in net revenue for the twelve months ended March 31, 2018. Headquartered in Boston, Massachusetts with operations throughout North America and Europe, the company employs more than 8,700 people.</p><p>
*** This position is ONLY for on-site in our <b>Boston, MA</b> headquarters ***</p></div></span>",344 reviews,"Boston, MA 02116"
