position,company,description,numreview,location
"Data Scientist/Quantitative Analyst Intern, Summer 2018",Google,"<span id=""job_summary"" class=""summary""><div><div><div><div><p><b>Applications are now closed. Please check back next year for 2019 opportunities.</b></p><br>
<b>
Note: By applying to this position your application is automatically submitted to the following locations: Seattle, WA, USA; Mountain View, CA, USA; New York, NY, USA</b></div><div><p>
Google's statisticians and quantitative analysts work within our Software Engineering organization, including Life Sciences, Geo, Project Aura, Technical Infrastructure, and Advertising. We analyze huge sets of data and continually run live experiments in order to help drive critical decisions at Google. Specifically, we support the development of innovative, highly scalable, next-generation technologies through deep research and advanced analysis.</p>
<p>Google is and always will be an engineering company. We hire people with a broad set of technical skills who are ready to take on some of technology's greatest challenges and make an impact on millions, if not billions, of users. At Google, engineers not only revolutionize search, they routinely work on massive scalability and storage solutions, large-scale applications and entirely new platforms for developers around the world. From Google Ads to Chrome, Android to YouTube, Social to Local, Google engineers are changing the world one technological achievement after another.</p></div><div><div><div>
Responsibilities
</div><div><ul><li>Provide research on topics including Google's business model and novel search techniques.</li>
<li>Produce quantitative and qualitative modeling of business dynamics, user behavior, etc.</li>
<li>Identify areas for further investigation as well as creating innovative methods of analysis.</li>
</ul></div></div><div><div>Qualifications
</div><div>Minimum qualifications:<ul>
<li>Currently pursuing a PhD in statistics, biostatistics, computer science, mathematics, operations research, or another discipline involving experimental design and quantitative analysis of experimental data.</li>
<li>Must be enrolled in a full-time degree program and returning to the program after the end of the internship.</li>
<li>Experience using technology to work with datasets such as scripting, Python, statistical software packages (R, S-Plus, SAS or similar).</li>
</ul><br>
Preferred qualifications:<ul>
<li>Expected graduation date in late 2018 or Spring/Summer of 2019.</li>
<li>Experience with statistical data analysis such as linear models, multivariate analysis, stochastic models, and sampling methods.</li>
<li>Strong track record of developing intellectual capital such as published works.</li>
<li>Authorization to work in the United States.</li>
</ul></div></div></div></div><br>
<div><div>At Google, we don’t just accept difference - we celebrate it, we support it, and we thrive on it for the benefit of our employees, our products and our community. Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. If you have a disability or special need that requires accommodation, please let us know.</div></div><div><div><b>
To all recruitment agencies:</b> Google does not accept agency resumes. Please do not forward resumes to our jobs alias, Google employees or any other company location. Google is not responsible for any fees related to unsolicited resumes.</div></div></div></div></span>","2,473 reviews","New York, NY 10011"
Data Scientist,Sartorius Corporation,"<span id=""job_summary"" class=""summary""><div><div><b>Sartorius</b> As one of the world‘s leading laboratory and pharmaceutical equipment providers, Sartorius is actively shaping dynamic, innovative and high-growth markets. Founded in 1870, the company earned sales revenue of more than 1.4 billion euros in 2017. More than 7.500 people work at the Group's approximately 50 manufacturing and sales sites, serving customers around the globe.<br>
<br>
The Senior Data Scientist will work closely with key accounts to formulate first principle descriptions of upstream (cell culture) and downstream (purification and separation) for development of methods, such as state observers, to leverage data collected from manufacturing systems.<br>
<div><div><br>
</div></div></div><div><b>What you can look forward to accomplishing</b> • Work directly with our key accounts to formulate first principle descriptions of systems relevant to biological manufacturing<br>
<ul><li>Development and testing of state observers for real-time estimation of mechanistic states</li><li>Solve business related problems using advanced data analysis and data driven technologies</li><li>Provide trainings and presentations at scientific conferences and forums</li><li>Publish achievements in peer reviewed and industry publications</li><li>Develop &amp; cultivate strong relationships with all relevant external and internal stakeholders</li></ul><br>
</div>
<div><b>Skills and experience that you need to bring to our company</b> •Minimum a PhD degree or equivalent industrial experience in chemical engineering, biochemical engineering or similar relevant field<br>
<ul><li>Knowledge of multivariate and first principles modeling methods including experience applying these methods with data collected from biological systems</li><li>Knowledge and experience deploying state observers, such as Extended Kalman Filters, to data collected from manufacturing systems</li><li>Experience with PAT methods applied to biological manufacturing processes</li><li>Experience with machine learning methods</li><li>Technical teaching and consulting experience is strongly preferred</li><li>Excellent knowledge of English, both written and spoken, German beneficial</li><li>Good knowledge of Python, R, MATLAB or relevant scripting languages as well as SQL, NoSQL, Historians and Hadoop</li><li>High independent and efficient work style and excellent team player skills</li><li>Strong communication, relationship-building and presentation skills</li><li>Located in North America with the willingness to travel frequently (30%)</li><li>Strong identification with our core values: sustainability, openness, enjoyment</li></ul><br>
All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, or national origin. We are also an equal opportunity employer of individuals with disabilities and protected veterans.<br>
<br>
Please view Equal Employment Opportunity Posters provided by OFCCP here.</div></div></span>",3 reviews,"New York, NY"
Data Scientist,Rockstar New York,"<span id=""job_summary"" class=""summary""><div><p>Rockstar Games is seeking an experienced data scientist to join our Analytics practice and help advance our business intelligence capabilities. Successful candidates will work with analytics and product leadership to assure that the most relevant real-time and historical data is identified, tracked, analyzed, and made actionable across all of our games.</p><h3 class=""jobSectionHeader""><b>
RESPONSIBILITIES</b></h3><ul><li>
Partner with analysts and live producers to identify strategic business questions, key metrics, and actionable insights.</li><li>
Provide consumer-ready analysis to Analytics team leadership, live producers, product managers and partner groups.</li><li>
Assure Rockstar’s ongoing competitive advantage through best-in-class business and game data analysis.</li><li>
Initiate and carry out analytic experiments aligned with long-term, strategic initiatives.</li><li>
Combine great data analytics skills with strong business acumen to provide insights that will drive continued success.</li><li>
Design, develop and deliver machine learning enabled solutions to address critical business or game questions.</li><li>
Design and build validation tests to assess the efficiency of the model (or algorithm) in place and provide strategic insights to stakeholders.</li><li>
Conduct proactive in-depth analysis and predictive modeling to uncover hidden opportunities.</li><li>
Develop mechanisms to objectively measure the performance of initiatives and propose recommendations for improvement.</li><li>
Develop frameworks, models, tools, and processes to ensure data influences decisions at all levels.</li><li>
Work within a team of data analysts and engineers.</li></ul><h3 class=""jobSectionHeader""><b>
REQUIRED</b></h3><ul><li>
3+ years in a data science or similar role in the marketing, finance, forensics or technology fields required.</li><li>
Extensive knowledge of machine learning techniques such as k-NN, Naive Bayes, SVM, Decision Forests, Data Mining, Clustering, and Classification.</li><li>
Proficiency in statistics such as distributions, predictive modeling, data validation, statistical testing, regression.</li><li>
2+ years of experience in machine learning/ statistical languages and systems such as Python, Matlab, R, SAS.</li><li>
Bachelor’s degree in Computer Science or related field, with a strong quantitative background.</li><li>
Ability to develop and maintain good relations and communicate with people at all hierarchical levels.</li><li>
Strong problem-solving skills.</li><li>
Ability to reconcile technical and business perspectives.</li><li>
Autonomy and entrepreneurship.</li><li>
Strong team spirit.</li><li>
Passion for Rockstar Games and our titles.</li></ul><h3 class=""jobSectionHeader""><b>
DESIRED</b></h3><ul><li>
2+ years using SQL (or a SQL-like language) required, other programming experience highly preferred.</li><li>
Experience with Vertica and Hadoop, an asset.</li><li>
Graduate degree (MBA, MSc or Master’s, PHD), an asset.</li><li>
Game industry experience strongly desired.</li></ul></div></span>",,"New York, NY"
Data Scientist,thoughtmatrix,"<span id=""job_summary"" class=""summary""><div><h2 class=""jobSectionHeader""><b>Overview
</b></h2><div><div><div><div>The Data Scientist will be part of a team that will help expand data driven advanced analytics at Rauxa by engineering solutions and products with data science with agility. The Data Scientist that approaches solutions with creativity grounded in key business decisions for our clients customers and our partners will further elevate Rauxa Data Intelligence.</div><br>
<div>
Elevation includes solution design and execution of advanced analytical data exploration, mining, inference, models and systems utilizing multiple traditional and non-traditional media measurement data sets that empower marketers to make the right decisions and engage their customers with meaningful messaging.</div>
</div></div></div><h2 class=""jobSectionHeader""><b>Responsibilities
</b></h2><div><div><div><ul><li>Consult for and/or lead projects that encompass direct interaction with internal business clients and peers at external clients
</li><li>Identify opportunities to use statistics and machine learning to create advanced analytics and value-added insights at scale</li><li>
Have an impact on consumer scale datasets using the disciplines of data science, data engineering, and their application in marketing and advertising
</li><li>Meet with customer’s data science teams to discuss our models and our roadmap</li><li>
Develop and active 2nd party data assets from 1st, 3rd, private and public data sources</li><li>
Identify new opportunities to leverage data assets</li><li>
Propose infrastructure to accelerate the pace of model exploration and improve model serving and maintenance</li><li>
Engage in meticulous experimentation to evaluate and compare models</li><li>
Write internal and external facing documentation describing models and approaches</li><li>
Deploy models to production and maintain them</li><li>
Develop and deliver high-impact tools and insights comprised of aggregated data sets and advanced algorithms with a clean user experience</li><li>
Drive the collection and manipulation of new data and the refinement of existing data sources</li><li>
Translate inferences from advanced analytical methods and complex models to non-technical business audiences at all levels of the organization</li><li>
Acquire (fast) and apply programmatic industry knowledge and leading choices of Machine Learning, Statistics, Optimization algorithms</li><li>
Grow Natural Language Processing, Deep Learning, Reinforcement Learning, for optimization
</li><li>Apply time series analysis expertise to relevant challenges</li></ul>
</div></div></div><h2 class=""jobSectionHeader""><b>Qualifications
</b></h2><div><div><div><ul><li>Demonstrated proficiency in statistical methods (i.e., parametric and non-parametric regression, time-series, panel data analysis, survival analysis, etc.) and machine learning techniques (i.e., methods of supervised and unsupervised learning such as clustering, regression, classification, ensemble methods, etc.)</li><li>
Deep understanding of statistical/probabilistic analysis and linear algebra</li><li>
Team-oriented and collaborative approach with a demonstrated aptitude and willingness to learn new methods and tools</li><li>
Strong communication skills including ability to develop presentations and present insights and recommendations</li><li>
Ability to convey complicated problems, solutions, processes and systems to all levels of the organization</li><li>
Ability to work in a flexible, dynamic and fast-paced team and client service environment;</li><li>
Able to move fast and manage multiple priorities across a mix of ad-hoc and operational projects</li></ul><div><b>
Education/Experience Required:</b></div><ul><li>
Majored in Statistics, Engineering, Math, Economics, Computer Science or other technical fields (PhD preferred)</li><li>
7+ years of experience working in a fast-paced, high-tech or marketing agency environment</li><li>
Proven experience with statistical modelling and/or machine learning
</li><li>Demonstrated experience with data visualization techniques
</li><li>Experience with tools and technologies enabling self-sufficiency in data analysis and modeling: R, Python, SQL, or other scripting languages</li><li>
Expertise in cluster compute environments like Kafka, Spark, Hive and/or Hadoop or their AWS and Google equivalents
</li><li>Experience publishing and or presenting work at a leading industry conference, journal or publication (like kaggle) is a plus</li></ul></div></div></div></div></span>",,"New York, NY"
Data Scientist,Daugherty New York,"<span id=""job_summary"" class=""summary""><div><p>Team Daugherty is looking for an experienced Data Scientist to join our team in the New York Area!</p>
<p>
The professional in this role will be responsible for mentoring Data Engineers, Information Analysts and Information Architects as they learn more about the tools, techniques, and business outcomes that data science can enable. The ability to effectively manage talent and create an engaged, high-performing team environment is extremely important to achieving success in this role at Daugherty.</p>
<p>
As a Data Scientist, you will be responsible for the following:</p>
<ul>
<li>Keeping up with new theories, strategies and best practices.</li>
<li>Thinking beyond current knowledge and existing assumptions to develop new solutions and strategies.</li>
<li>Understanding and effectively utilizing analytics systems, databases and tools.</li>
<li>Ensuring alignment of the Data &amp; Analytics Line of Service's strategies, initiatives and priorities with the enterprise strategies.</li>
<li>Collaborating with multiple areas within the capability (e.g., insights strategy and execution, research, analytics, etc.) to gain an expert understanding of the company's current and future customers.</li>
<li>Applying knowledge and insights to customer trends and taking action to ensure the highest levels of customer satisfaction and competitive advantage for the</li>
<li>Owning development of a clear, relevant, actionable, measurable, trusted view of the customer through consumer research to support decisions and actions that drive growth of the global enterprise.</li>
<li>Data mining using state-of-the-art methods.</li>
<li>Processing, cleansing and verifying the integrity of data used for analysis.</li>
</ul><p>We are looking for someone with:</p>
<ul>
<li>A degree in Computer Science, MIS, Mathematics or Statistics.</li>
<li>8+ years of progressive experience in data science methods and analytics consulting, or 15+ years of experience in data warehousing, data architecture and information management projects involving analytics.</li>
<li>Demonstrated ability to deliver data science solutions for clients (end-to-end design and delivery of a significant data science project).</li>
<li>Professional experience applying advanced analytics and data mining techniques to enable decision support systems and customer strategies.</li>
<li>Proven data engineering or data visualization experience with large and/or complex data environments.</li>
<li>Advanced understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests and Neural Networks.</li>
<li>Experience with commonly used data science toolkits, such as Python, SAS, R, Weka, NumPy or MatLab.</li>
<li>Experience working with data visualization tools, such as D3.js and GGplot.</li>
<li>Proficient skills using query languages, such as MongoDB, Cassandra and HBase.</li>
<li>Strong applied statistics skills.</li>
<li>High intellectual curiosity with the desire to identify potential use cases for predictive analytics.</li>
<li>Experience creating impactful models and algorithms for multiple functional areas (e.g., risk management, customer insights, real-time decision support, etc.).</li>
<li>Expert understanding of industry trends for consumer insights analytics.</li>
<li>Ability to understand and apply trends in research and analytics, and to apply learning, insights and recommendations to drive critical objectives.</li>
</ul><p>We offer members of Team Daugherty:</p>
<ul>
<li>Excellent health, dental and vision insurance.</li>
<li>Revenue sharing and a 401(k) retirement savings plan.</li>
<li>Life, disability and long-term care insurance.</li>
<li>Little to no travel.</li>
<li>Robust career development and training.</li>
</ul><p>At Daugherty Business Solutions, we believe that a fusion of insight, talent and technology makes companies run better. If you think that you would be a good fit for Team Daugherty, then apply today!</p></div></span>",29 reviews,"New York, NY"
Data Scientist,PlaceIQ,"<span id=""job_summary"" class=""summary""><div><p><b>About the Company</b></p><p>
PlaceIQ is a powerful, location-based audience and insights platform that organizes a wide variety of consumer activity data around a precise location base map at massive scale. PlaceIQ uses its detailed understanding of location and consumer activity to reach a targeted audience, and also to derive powerful insights about consumer behavior to inform market and business strategies for national brands. The company is headquartered in New York City and has offices in San Jose and Chicago.<br>
<br>
<b>The Role:</b></p><p>
Data Scientists analyze PlaceIQ hyperlocal data sources to develop accurate predictions of audience and behavior. A mixture of analytical approaches are employed including raw data mining, data visualization, application of rules and heuristics and supervised / unsupervised machine learning techniques.</p><p>
We deal with extremely large data sets requiring the design and development of highly memory and cpu efficient methods. We use a mixture of commercial, open source and home-grown solutions.</p><p>
Experience with horizontally scaling statistical algorithms is a plus as is familiarity with the Hadoop ecosystem.<br>
<br>
<b>Key Responsibilities:</b></p><ul><li>
Raw data analysis – assessing quality, cleansing, structuring for downstream processing</li><li>
Design and prototype of accurate and scalable prediction algorithms</li><li>
Functional and technical documentation of designs</li><li>
Collaboration with engineering team to bring analytical prototypes to production</li><li>
Communication of results to partners and customers</li></ul><b>
Requirements:</b><br>
<ul><li>Creative and pragmatic quantitatively minded individual with a passion for understanding location and human behavior</li><li>
Problem solving – ability to identify issues quickly and rapidly determine root cause and effective resolution approach</li><li>
Data analysis – very solid data analysis skills including application of analytical techniques such as statistical and machine learning</li><li>
Data management – familiarity with Hadoop ecosystem and SQL</li><li>
Proficiency with Python or Java</li><li>
Software engineering skills - fundamental coding skills enabling the building of analytical pipelines and the development of prototypes for core company products and systems</li><li>
Communication - excellent verbal and written communication skills, ability to communicate technical topics to non-technical individuals</li><li>
Execution - ability to manage own time and work effectively with others on projects</li></ul><b>
Education/Experience:</b><br>
<ul><li>Bachelors degree in Statistics/Applied Math/Computer Science or related field required</li><li>
Masters or PhD in a quantitative field desired</li><li>
2+ years relevant job experience</li></ul></div></span>",7 reviews,"New York, NY"
"Data Scientist, Analytics",Facebook,"<span id=""job_summary"" class=""summary""><div><div><div>Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities — we're just getting started.
</div></div><div>We’re looking for Data Scientists to work on our core and business products (Instagram, Ads, Messaging, Identity, Growth &amp; Engagement, Mobile, Search, Privacy, Payments) with a passion for Internet technology to help drive informed business decisions for Facebook. You will enjoy working with one of the richest data sets in the world, cutting edge technology, and the ability to see your insights turned into real products on a regular basis. The perfect candidate will have a background in a quantitative or technical field, will have experience working with large data sets, and will have some experience in data-driven decision making. You are scrappy, focused on results, a self-starter, and have demonstrated success in using analytics to drive the understanding, growth, and success of a product. This position is located in our New York City office.</div><div><div>
RESPONSIBILITIES</div><div><div><ul><li><br>
<br>
<div><div>Apply your expertise in quantitative analysis, data mining, and the presentation of data to see beyond the numbers and understand how our users interact with both our consumer and business products</div></div></li></ul><ul><li><br>
<br>
<div><div>Partner with Product and Engineering teams to solve problems and identify trends and opportunities</div></div></li></ul><ul><li><br>
<br>
<div><div>Inform, influence, support, and execute our product decisions and product launches</div></div></li></ul><ul><li><br>
<br>
<div><div>The Data Scientist Analytics role has work across the following four areas:</div></div></li></ul><ul><li><br>
<br>
<div><div>Product Operations</div></div></li></ul><ul><li><br>
<br>
<div><ul><li>Forecasting and setting product team goals</li></ul></div></li></ul><ul><li><br>
<br>
<div><ul><li>Designing and evaluating experiments</li></ul></div></li></ul><ul><li><br>
<br>
<div><ul><li>Monitoring key product metrics, understanding root causes of changes in metrics</li></ul></div></li></ul><ul><li><br>
<br>
<div><ul><li>Building and analyzing dashboards and reports</li></ul></div></li></ul><ul><li><br>
<br>
<div><ul><li>Building key data sets to empower operational and exploratory analysis</li></ul></div></li></ul><ul><li><br>
<br>
<div><ul><li>Evaluating and defining metrics</li></ul></div></li></ul><ul><li><br>
<br>
<div><div>Exploratory Analysis</div></div></li></ul><ul><li><br>
<br>
<div><ul><li>Proposing what to build in the next roadmap</li></ul></div></li></ul><ul><li><br>
<br>
<div><ul><li>Understanding ecosystems, user behaviors, and long-term trends</li></ul></div></li></ul><ul><li><br>
<br>
<div><ul><li>Identifying new levers to help move key metrics</li></ul></div></li></ul><ul><li><br>
<br>
<div><ul><li>Building models of user behaviors for analysis or to power production systems</li></ul></div></li></ul><ul><li><br>
<br>
<div><div>Product Leadership</div></div></li></ul><ul><li><br>
<br>
<div><ul><li>Influencing product teams through presentation of data-based recommendations</li></ul></div></li></ul><ul><li><br>
<br>
<div><ul><li>Communicating state of business, experiment results, etc. to product teams</li></ul></div></li></ul><ul><li><br>
<br>
<div><ul><li>Spreading best practices to analytics and product teams</li></ul></div></li></ul><ul><li><br>
<br>
<div><div>Data Infrastructure</div></div></li></ul><ul><li><br>
<br>
<div><ul><li>Working in Hadoop and Hive primarily, sometimes MySQL, Oracle, and Vertica</li></ul></div></li></ul><ul><li><br>
<br>
<div><ul><li>Automating analyses and authoring pipelines via SQL and Python based ETL framework</li></ul></div></li></ul></div></div></div><div><div>
MINIMUM QUALIFICATIONS</div><div><div><ul><li><br>
<br>
<div><div>5+ years of experience doing quantitative analysis.</div></div></li></ul><ul><li><br>
<br>
<div><div>BA/BS in Computer Science, Math, Physics, Engineering, Statistics or other technical field. Advanced degrees.</div></div></li></ul><ul><li><br>
<br>
<div><div>Experience in SQL or other programming languages.</div></div></li></ul><ul><li><br>
<br>
<div><div>Development experience in any scripting language (PHP, Python, Perl, etc.)</div></div></li></ul><ul><li><br>
<br>
<div><div>Ability to communicate the results of analyses.</div></div></li></ul><ul><li><br>
<br>
<div><div>Understanding of statistics (e.g., hypothesis testing, regressions).</div></div></li></ul><ul><li><br>
<br>
<div><div>Experience manipulating data sets through statistical software (ex. R, SAS) or other methods.</div></div></li></ul></div></div></div><div><div>
PREFERRED QUALIFICATIONS</div><div><div><ul><li><br>
<br>
<div><div>Experience with distributed computing (Hive/Hadoop)</div></div></li></ul></div></div></div></div></span>",366 reviews,"New York, NY"
Data Scientist and Machine Learning Researcher,American Express,"<span id=""job_summary"" class=""summary""><div><div><div>American Express invites KDD 2018 attendees to share your resume so you can be considered for future Data Scientist and Machine Learning Researcher opportunities in the Decision Science Team.</div></div>
<div>
American Express is working on our company’s next transformation - integrating into the digital universe and developing new forms of payment and lifestyle services. We have launched innovative partnerships with top technology companies and aim to build upon our heritage of innovation, adding to the possibilities our network creates for our customers. As a Data Scientist in the Machine Learning and Data Science Team, you will help American Express accelerate its digital transformation. You will be challenged with designing winning data products and developing new big data capabilities that will elevate American Express to the forefront of the digital revolution.</div>
<div>Overview of the Department:</div>
<br>
<div>Credit and Fraud Risk department comprises several teams which manage the Company's credit, market, and operational risk, with work extending across the customer life cycle, from identifying profitable prospective customers, defining approval and underwriting criteria, to determining efficient cross-sell methods and setting strategies for collections. Teams are strategically focused on building global information platforms, transforming the way we market to customers and providing robust analytics to develop new digital partnerships and enhance our ecommerce capabilities.</div><h4 class=""jobSectionHeader""><b>
Qualifications</b></h4>
<ul><li>Ph.D. degree in Computer Science, Statistics, Operations Research, Engineering, Mathematics, Economics, Physics, or a related quantitative field is required for this position;</li>
<li>Expert knowledge of machine learning and statistical modeling methods for supervised and unsupervised learning, understanding of underlying algorithms, ability to tune and analyze algorithms and extract actionable insights. These methods include (but not limited to) regression analysis, clustering, outlier detection, novelty detection, decision trees, collaborative filtering, nearest neighbors, support vector machines, ensemble methods and boosting, neural networks and deep learning, feature selection, and factorization methods;
</li><li>Ability to work with raw data (including big data), knowledge of preprocessing procedures and ability to prepare data for modeling; experience in feature engineering;
</li><li>Proven track record of working on different Machine Learning projects; high positions in Kaggle and other machine learning competitions are preferred;</li>
<li>Exceptional programming skills in Python and Scala. Additional knowledge of C/C++ and Java is preferred;</li>
<li>Experience with distributed computing environments (including YARN, Spark and Hadoop) and cloud computing platforms (Amazon Web Services/AWS, Google Cloud, Microsoft Azure)</li>
<li>Strong knowledge of databases and related languages/tools such as SQL, NoSQL, Hive, etc;</li>
<li>Ability to work in a dynamic, cross-functional environment, with a strong attention to detail;</li>
<li>Effective communication skills and ability to explain complex data products in simple terms;</li>
<li>Strong relationship building and collaborative skills.</li></ul>
<div>Depending on factors such as business unit requirements, the nature of the position, cost and applicable laws, American Express may provide visa sponsorship for certain positions.</div><br>
ReqID: 18008051<br>
Schedule (Full-Time/Part-Time): Full-time</div></span>","5,653 reviews","New York, NY"
Data Scientist,Viome,"<span id=""job_summary"" class=""summary"">Viome is a wellness as a service company that applies artificial intelligence and machine learning to biological data – e.g., microbiome, transcriptome and metabolome data – to provide personalized recommendations for healthy living. We are a small, fast growing, interdisciplinary team of passionate experts in biochemistry, microbiology, medicine, artificial intelligence and machine learning.
<br><br>
We are seeking an experienced Data Scientist to join our team at our NYC office. Working closely with data scientists and machine learning engineers, you will analyze Viome’s unique biological dataset and model customers’ wellness outcomes, resulting in actionable healthcare insights. Tasks will include developing custom models to cluster our customer data into meaningful groups and demonstrating the effects of certain microbes on various health markers. This role will give the right candidate unparalleled experience pushing the boundaries of microbiome research. Seniority will be determined based on the candidate’s experience.
<br><br>
This is a full-time, onsite position at our offices in New York City, NY.
<br><br>
<b>Responsibilities:</b><br>
<ul>
<li>Visualization and exploratory analysis of large datasets</li>
<li>Define clear technical problems from high-level business requirements</li>
<li>Work collaboratively and cross-functionally to analyze and model large sets of data</li>
<li>Determine the most fruitful approaches, and explore them independently</li>
<li>Communicate effectively with our team of experts in biotech and healthcare, and draw on scientific literature for guidance</li>
<li>Present technical results to a non-technical leadership audience</li>
<li>Technical writing, contributing to publications describing our findings</li>
</ul>
<b>Skills &amp; Qualifications:</b><br>
<ul>
<li>4+ years professional experience in a data science role</li>
<li>MS/PhD in Statistics, CS or related field</li>
<li>Thorough mastery of supervised and unsupervised learning algorithms</li>
<li>Python (numpy, scipy, pandas), SQL, Java</li>
<li>Health/bio background, or experience with RNA/DNA data a plus</li>
<li>Be able to work independently and pivot quickly</li>
<li>Be able to thrive in a fast-paced startup environment</li>
</ul>
Viome is 100+ person start-up offering a successful commercial product that has generated high demand. With offices in California, New Mexico, New York and Washington, we are looking to hire team members capable of working in dynamic environments, who have a positive attitude and enjoy collaboration. If you have the skills and are excited about Viome’s mission, we’d love to hear from you.</span>",,"New York, NY"
Data Scientist (Product),Spotify,"<span id=""job_summary"" class=""summary""><div><p>We are looking for a Data Scientist to join the band and help drive a data-first culture across Spotify.</p>
<p>
As a Data Scientist, our mission is to turn terabytes of data into insights and get a deep understanding of how our people use our apps to impact the product, strategy and direction of Spotify. You will study user behavior, strategic initiatives, content, and new features and bring data and insights into every decision we make. Above all, your work will impact the way the world experiences music.</p>
<br>
<p><b>What you’ll do:</b></p>
<ul>
<li>Perform analyses on large sets of data to extract actionable insights that will help drive product decisions</li>
<li>Communicate data-driven insights and recommendations to key stakeholders</li>
<li>Work closely with cross-functional teams of analysts, user researchers, product owners, designers, and engineers who are passionate about Spotify’s success</li>
<li>Work from our offices in New York</li>
<li>Conduct A/B testing to drive iterative improvement through efficient experimentation</li>
</ul><p><b>Who you are:</b></p>
<ul>
<li>You have at least 4+years of experience in a similar data scientist and a degree in science, computer science, statistics, economics, mathematics, or similar quantitative discipline.</li>
<li>You have a deep understanding of numbers, as well as a strong business sense.</li>
<li>Ideally you have experience working in a product analytics or insights role and have conducted A/B tests</li>
<li>You have the technical competence to perform more advanced analytics:</li>
<ul><li>Coding skills for analytics and data extraction (SQL, R, Python, Pandas)</li>
<li>Data visualization (such as Tableau, Qlik, D3, ggplot)</li>
<li>Experience performing analysis with large datasets</li>
</ul><li>You are capable of tackling very loosely defined problems.</li>
<li>You are a communicative person that values building strong relationships with colleagues and stakeholders and have the ability to explain complex topics in simple terms.</li>
</ul><div>We are proud to foster a workplace free from discrimination. We strongly believe that diversity of experience, perspectives, and background will lead to a better environment for our employees and a better product for our users and our creators. This is something we value deeply and we encourage everyone to come be a part of changing the way the world listens to music.</div></div></span>",33 reviews,"New York, NY 10011"
Data Scientist,BuzzFeed,"<span id=""job_summary"" class=""summary"">BuzzFeed is looking for extraordinary data scientists to join its New York and Los Angeles offices. We’re seeking passionate professionals who have a proven track record using data in a meaningful way - whether building product or supporting decisions. You balance technical expertise, domain knowledge and a capacity to be deeply inquisitive.
<br><br>
BuzzFeed’s data science team is diverse. The team uses data-driven methods to power decisions, inform strategy, build robust data products, and identify opportunities for innovation across the company. We are true hybrids - software engineers, statisticians, mathematicians, domain experts and analysts - who specialize in translating questions into methodical approaches, experiments, and products. We think deeply about the limitations of data, and communicate our output coherently.
<br><br>
--------
<br>You Will
<br>--------
<br><br>
<ul>
<li>Collect, interpret, and disseminate data to allow for rapid product and content experimentation.</li>
<li>Build learning loops in which user experiences generate insights used to create growth and engagement across different platforms.</li>
<li>Develop and foster services that will use data to create personalized and optimized experiences.</li>
<li>Develop KPIs in a cross-platform world.</li>
<li>Support development of data tools, such as dashboards and A/B testing platforms.</li>
<li>Communicate complex ideas in a clear way to product, engineering, and editorial teams.</li>
</ul>
--------
<br>You Have
<br>--------
<br><br>
<ul>
<li>2+ years of industry experience, working on data-related initiatives.</li>
<li>Experience in applying Machine Learning, Predictive Analytics, and Classification techniques towards real product and problems.</li>
<li>Proficiency with the Python programming language.</li>
<li>Experience with social data or media is a plus.</li>
</ul>
----------------
<br>Life at BuzzFeed
<br>----------------
<br><br>
At BuzzFeed, we believe our work benefits from the diverse perspectives of our employees. As such, BuzzFeed celebrates inclusion and is committed to equal opportunity employment. As a BuzzFeed employee, you can expect:
<br><br>
<ul>
<li>A supportive, inclusive atmosphere on a team that values your contributions</li>
<li>Opportunities for personal and professional growth via work experience, offerings from our in-house Learning Team, Employee Resource Groups, and more</li>
<li>An attractive compensation package, including salary and equity</li>
<li>A generous and well-rounded benefits program featuring PTO and unlimited sick time, comprehensive medical benefits, a family leave policy, access to mental health platforms, retirement plans, gym and wellness discounts, and much more</li>
<li>No shortage of snacks, catered lunches, beverages, birthday treats... even leftovers from the Tasty kitchens in LA and NYC!</li>
</ul>
</span>",30 reviews,"New York, NY"
